0, 1671040405122809, 1671040405122809
1, 1671040405147089, 24280
2, 1671040405162512, 15423
3, 1671040405177006, 14494
4, 1671040405191594, 14588
5, 1671040405208298, 16704
6, 1671040405222679, 14381
7, 1671040405237067, 14388
8, 1671040405251550, 14483
9, 1671040405266005, 14455
10, 1671040405280499, 14494
11, 1671040405295057, 14558
12, 1671040405309561, 14504
13, 1671040405324427, 14866
14, 1671040405339353, 14926
15, 1671040405357292, 17939
16, 1671040405371853, 14561
17, 1671040405386497, 14644
18, 1671040405401192, 14695
19, 1671040405415973, 14781
20, 1671040405430864, 14891
21, 1671040405447768, 16904
22, 1671040405462270, 14502
23, 1671040405476829, 14559
24, 1671040405491505, 14676
25, 1671040405506227, 14722
26, 1671040405521067, 14840
27, 1671040405535961, 14894
28, 1671040405554024, 18063
29, 1671040405568553, 14529
30, 1671040405583142, 14589
31, 1671040405597841, 14699
32, 1671040405612592, 14751
33, 1671040405627469, 14877
34, 1671040405642383, 14914
35, 1671040405660316, 17933
36, 1671040405674898, 14582
37, 1671040405689583, 14685
38, 1671040405704380, 14797
39, 1671040405719235, 14855
40, 1671040405734197, 14962
41, 1671040405751166, 16969
42, 1671040405765743, 14577
43, 1671040405780306, 14563
44, 1671040405794954, 14648
45, 1671040405809665, 14711
46, 1671040405824445, 14780
47, 1671040405839341, 14896
48, 1671040405857397, 18056
49, 1671040405871905, 14508
