0, 1671040405122809, 1671040405122840, 31
1, 1671040405147089, 1671040405147158, 69
2, 1671040405162512, 1671040405162533, 21
3, 1671040405177006, 1671040405177024, 18
4, 1671040405191594, 1671040405191616, 22
5, 1671040405208298, 1671040405208318, 20
6, 1671040405222679, 1671040405222700, 21
7, 1671040405237067, 1671040405237084, 17
8, 1671040405251550, 1671040405251571, 21
9, 1671040405266005, 1671040405266025, 20
10, 1671040405280499, 1671040405280518, 19
11, 1671040405295057, 1671040405295207, 150
12, 1671040405309561, 1671040405309677, 116
13, 1671040405324427, 1671040405324559, 132
14, 1671040405339353, 1671040405339457, 104
15, 1671040405357292, 1671040405357421, 129
16, 1671040405371853, 1671040405371983, 130
17, 1671040405386497, 1671040405386600, 103
18, 1671040405401192, 1671040405401293, 101
19, 1671040405415973, 1671040405416104, 131
20, 1671040405430864, 1671040405430966, 102
21, 1671040405447768, 1671040405447896, 128
22, 1671040405462270, 1671040405462372, 102
23, 1671040405476829, 1671040405476958, 129
24, 1671040405491505, 1671040405491636, 131
25, 1671040405506227, 1671040405506329, 102
26, 1671040405521067, 1671040405521194, 127
27, 1671040405535961, 1671040405536063, 102
28, 1671040405554024, 1671040405554153, 129
29, 1671040405568553, 1671040405568684, 131
30, 1671040405583142, 1671040405583243, 101
31, 1671040405597841, 1671040405597969, 128
32, 1671040405612592, 1671040405612694, 102
33, 1671040405627469, 1671040405627596, 127
34, 1671040405642383, 1671040405642484, 101
35, 1671040405660316, 1671040405660428, 112
36, 1671040405674898, 1671040405675009, 111
37, 1671040405689583, 1671040405689711, 128
38, 1671040405704380, 1671040405704510, 130
39, 1671040405719235, 1671040405719336, 101
40, 1671040405734197, 1671040405734324, 127
41, 1671040405751166, 1671040405751267, 101
42, 1671040405765743, 1671040405765871, 128
43, 1671040405780306, 1671040405780407, 101
44, 1671040405794954, 1671040405795081, 127
45, 1671040405809665, 1671040405809765, 100
46, 1671040405824445, 1671040405824556, 111
47, 1671040405839341, 1671040405839468, 127
48, 1671040405857397, 1671040405857499, 102
49, 1671040405871905, 1671040405872054, 149
