0, 1671041248566769, 1671041248566801, 32
1, 1671041248597140, 1671041248597212, 72
2, 1671041248610370, 1671041248610438, 68
3, 1671041248624732, 1671041248624797, 65
4, 1671041248638006, 1671041248638071, 65
5, 1671041248653203, 1671041248653265, 62
6, 1671041248666443, 1671041248666508, 65
7, 1671041248681705, 1671041248681769, 64
8, 1671041248696971, 1671041248697035, 64
9, 1671041248710244, 1671041248710309, 65
10, 1671041248724735, 1671041248724798, 63
11, 1671041248738011, 1671041248738074, 63
12, 1671041248755548, 1671041248755611, 63
13, 1671041248768675, 1671041248768743, 68
14, 1671041248783709, 1671041248783773, 64
15, 1671041248796867, 1671041248796932, 65
16, 1671041248811922, 1671041248811985, 63
17, 1671041248825133, 1671041248825197, 64
18, 1671041248840244, 1671041248840307, 63
19, 1671041248853456, 1671041248853520, 64
20, 1671041248868649, 1671041248868710, 61
21, 1671041248881885, 1671041248881950, 65
22, 1671041248897127, 1671041248897190, 63
23, 1671041248911261, 1671041248911324, 63
24, 1671041248926560, 1671041248926622, 62
25, 1671041248940003, 1671041248940067, 64
26, 1671041248955685, 1671041248955749, 64
27, 1671041248970658, 1671041248970732, 74
28, 1671041248984097, 1671041248984119, 22
29, 1671041248997471, 1671041248997493, 22
30, 1671041249010853, 1671041249010873, 20
31, 1671041249024258, 1671041249024321, 63
32, 1671041249039365, 1671041249039427, 62
33, 1671041249053497, 1671041249053513, 16
34, 1671041249066217, 1671041249066236, 19
35, 1671041249078942, 1671041249078962, 20
36, 1671041249092367, 1671041249092430, 63
37, 1671041249107635, 1671041249107697, 62
38, 1671041249121765, 1671041249121786, 21
39, 1671041249135229, 1671041249135292, 63
40, 1671041249150566, 1671041249150629, 63
41, 1671041249164057, 1671041249164121, 64
42, 1671041249182820, 1671041249182883, 63
43, 1671041249196860, 1671041249196922, 62
44, 1671041249210180, 1671041249210289, 109
45, 1671041249224248, 1671041249224352, 104
46, 1671041249238287, 1671041249238390, 103
47, 1671041249252367, 1671041249252385, 18
48, 1671041249267582, 1671041249267696, 114
49, 1671041249283559, 1671041249283783, 224
