0, 1671041248566769, 1671041248566769
1, 1671041248597140, 30371
2, 1671041248610370, 13230
3, 1671041248624732, 14362
4, 1671041248638006, 13274
5, 1671041248653203, 15197
6, 1671041248666443, 13240
7, 1671041248681705, 15262
8, 1671041248696971, 15266
9, 1671041248710244, 13273
10, 1671041248724735, 14491
11, 1671041248738011, 13276
12, 1671041248755548, 17537
13, 1671041248768675, 13127
14, 1671041248783709, 15034
15, 1671041248796867, 13158
16, 1671041248811922, 15055
17, 1671041248825133, 13211
18, 1671041248840244, 15111
19, 1671041248853456, 13212
20, 1671041248868649, 15193
21, 1671041248881885, 13236
22, 1671041248897127, 15242
23, 1671041248911261, 14134
24, 1671041248926560, 15299
25, 1671041248940003, 13443
26, 1671041248955685, 15682
27, 1671041248970658, 14973
28, 1671041248984097, 13439
29, 1671041248997471, 13374
30, 1671041249010853, 13382
31, 1671041249024258, 13405
32, 1671041249039365, 15107
33, 1671041249053497, 14132
34, 1671041249066217, 12720
35, 1671041249078942, 12725
36, 1671041249092367, 13425
37, 1671041249107635, 15268
38, 1671041249121765, 14130
39, 1671041249135229, 13464
40, 1671041249150566, 15337
41, 1671041249164057, 13491
42, 1671041249182820, 18763
43, 1671041249196860, 14040
44, 1671041249210180, 13320
45, 1671041249224248, 14068
46, 1671041249238287, 14039
47, 1671041249252367, 14080
48, 1671041249267582, 15215
49, 1671041249283559, 15977
