0, 1671042703934598, 1671042703934844, 246
1, 1671042703954928, 1671042703955097, 169
2, 1671042703970297, 1671042703970457, 160
3, 1671042703985692, 1671042703985851, 159
4, 1671042704001091, 1671042704001340, 249
5, 1671042704014925, 1671042704015100, 175
6, 1671042704029524, 1671042704029544, 20
7, 1671042704044924, 1671042704045065, 141
8, 1671042704058729, 1671042704058748, 19
9, 1671042704074122, 1671042704074262, 140
10, 1671042704087929, 1671042704088068, 139
11, 1671042704101730, 1671042704101749, 19
12, 1671042704117124, 1671042704117264, 140
13, 1671042704130957, 1671042704131112, 155
14, 1671042704146357, 1671042704146513, 156
15, 1671042704160154, 1671042704160291, 137
16, 1671042704173952, 1671042704173971, 19
17, 1671042704189346, 1671042704189484, 138
18, 1671042704203150, 1671042704203172, 22
19, 1671042704218577, 1671042704218640, 63
20, 1671042704232383, 1671042704232447, 64
21, 1671042704247000, 1671042704247063, 63
22, 1671042704260835, 1671042704260896, 61
23, 1671042704275428, 1671042704275566, 138
24, 1671042704289261, 1671042704289415, 154
25, 1671042704304634, 1671042704304774, 140
26, 1671042704318464, 1671042704318495, 31
27, 1671042704333839, 1671042704333901, 62
28, 1671042704347672, 1671042704347734, 62
29, 1671042704361474, 1671042704361536, 62
30, 1671042704376066, 1671042704376205, 139
31, 1671042704389929, 1671042704389950, 21
32, 1671042704405299, 1671042704405361, 62
33, 1671042704419129, 1671042704419191, 62
34, 1671042704432929, 1671042704432989, 60
35, 1671042704447524, 1671042704447680, 156
36, 1671042704462930, 1671042704463100, 170
37, 1671042704476735, 1671042704476891, 156
38, 1671042704492195, 1671042704492520, 325
39, 1671042704506044, 1671042704506210, 166
40, 1671042704521559, 1671042704521997, 438
41, 1671042704535405, 1671042704535790, 385
42, 1671042704549255, 1671042704549423, 168
43, 1671042704563945, 1671042704564008, 63
44, 1671042704578608, 1671042704578745, 137
45, 1671042704701999, 1671042704702062, 63
46, 1671042704715802, 1671042704715864, 62
47, 1671042704730377, 1671042704730439, 62
48, 1671042704744151, 1671042704744212, 61
49, 1671042704758765, 1671042704758935, 170
