0, 1671040839162185, 1671040839162185
1, 1671040839189220, 27035
2, 1671040839203682, 14462
3, 1671040839218142, 14460
4, 1671040839232661, 14519
5, 1671040839248437, 15776
6, 1671040839263763, 15326
7, 1671040839279879, 16116
8, 1671040839294939, 15060
9, 1671040839310033, 15094
10, 1671040839328313, 18280
11, 1671040839343114, 14801
12, 1671040839357924, 14810
13, 1671040839373891, 15967
14, 1671040839388781, 14890
15, 1671040839403740, 14959
16, 1671040839419791, 16051
17, 1671040839434845, 15054
18, 1671040839449879, 15034
19, 1671040839466061, 16182
20, 1671040839484340, 18279
21, 1671040839499138, 14798
22, 1671040839513951, 14813
23, 1671040839529175, 15224
24, 1671040839544925, 15750
25, 1671040839559863, 14938
26, 1671040839574893, 15030
27, 1671040839590748, 15855
28, 1671040839605828, 15080
29, 1671040839620918, 15090
30, 1671040839640095, 19177
31, 1671040839654884, 14789
32, 1671040839669741, 14857
33, 1671040839685702, 15961
34, 1671040839700663, 14961
35, 1671040839715636, 14973
36, 1671040839730639, 15003
37, 1671040839746743, 16104
38, 1671040839761819, 15076
39, 1671040839776910, 15091
40, 1671040839796338, 19428
41, 1671040839811129, 14791
42, 1671040839825987, 14858
43, 1671040839840881, 14894
44, 1671040839856940, 16059
45, 1671040839871886, 14946
46, 1671040839886861, 14975
47, 1671040839902749, 15888
48, 1671040839917797, 15048
49, 1671040839932917, 15120
