0, 1671040839162185, 1671040839162217, 62
1, 1671040839189220, 1671040839189240, 40
2, 1671040839203682, 1671040839203703, 2
3, 1671040839218142, 1671040839218162, 130
4, 1671040839232661, 1671040839232794, 101
5, 1671040839248437, 1671040839248502, 95
6, 1671040839263763, 1671040839263921, 128
7, 1671040839279879, 1671040839280054, 189
8, 1671040839294939, 1671040839295111, 72
9, 1671040839310033, 1671040839310284, 51
10, 1671040839328313, 1671040839328485, 132
11, 1671040839343114, 1671040839343285, 130
12, 1671040839357924, 1671040839358081, 257
13, 1671040839373891, 1671040839374061, 127
14, 1671040839388781, 1671040839388951, 141
15, 1671040839403740, 1671040839403894, 134
16, 1671040839419791, 1671040839419959, 129
17, 1671040839434845, 1671040839435116, 241
18, 1671040839449879, 1671040839450032, 133
19, 1671040839466061, 1671040839466228, 124
20, 1671040839484340, 1671040839484811, 371
21, 1671040839499138, 1671040839499617, 179
22, 1671040839513951, 1671040839514011, 460
23, 1671040839529175, 1671040839529331, 126
24, 1671040839544925, 1671040839544986, 121
25, 1671040839559863, 1671040839560034, 71
26, 1671040839574893, 1671040839574915, 154
27, 1671040839590748, 1671040839590916, 31
28, 1671040839605828, 1671040839605889, 82
29, 1671040839620918, 1671040839621083, 65
30, 1671040839640095, 1671040839640269, 138
31, 1671040839654884, 1671040839655054, 169
32, 1671040839669741, 1671040839669894, 139
33, 1671040839685702, 1671040839685873, 203
34, 1671040839700663, 1671040839700830, 137
35, 1671040839715636, 1671040839716103, 132
36, 1671040839730639, 1671040839730793, 402
37, 1671040839746743, 1671040839746911, 173
38, 1671040839761819, 1671040839762213, 140
39, 1671040839776910, 1671040839777063, 253
40, 1671040839796338, 1671040839796503, 265
41, 1671040839811129, 1671040839811297, 148
42, 1671040839825987, 1671040839826153, 136
43, 1671040839840881, 1671040839841043, 107
44, 1671040839856940, 1671040839857111, 121
45, 1671040839871886, 1671040839872516, 565
46, 1671040839886861, 1671040839887026, 140
47, 1671040839902749, 1671040839902917, 198
48, 1671040839917797, 1671040839917964, 207
49, 1671040839932917, 1671040839933127, 129
