0, 1671042307770804, 1671042307770960, 156
1, 1671042307792233, 1671042307792329, 96
2, 1671042307806002, 1671042307806070, 68
3, 1671042307819657, 1671042307819721, 64
4, 1671042307832889, 1671042307832954, 65
5, 1671042307846117, 1671042307846185, 68
6, 1671042307859402, 1671042307859464, 62
7, 1671042307873043, 1671042307873107, 64
8, 1671042307886278, 1671042307886340, 62
9, 1671042307899528, 1671042307899588, 60
10, 1671042307912801, 1671042307912866, 65
11, 1671042307926447, 1671042307926513, 66
12, 1671042307940094, 1671042307940156, 62
13, 1671042307953341, 1671042307953416, 75
14, 1671042307967049, 1671042307967111, 62
15, 1671042307980296, 1671042307980360, 64
16, 1671042307993938, 1671042307994001, 63
17, 1671042308007612, 1671042308007676, 64
18, 1671042308020860, 1671042308020921, 61
19, 1671042308034497, 1671042308034561, 64
20, 1671042308047748, 1671042308047808, 60
21, 1671042308061392, 1671042308061453, 61
22, 1671042308075027, 1671042308075090, 63
23, 1671042308088275, 1671042308088336, 61
24, 1671042308101971, 1671042308102032, 61
25, 1671042308115605, 1671042308115667, 62
26, 1671042308128853, 1671042308128917, 64
27, 1671042308142090, 1671042308142150, 60
28, 1671042308155769, 1671042308155829, 60
29, 1671042308169018, 1671042308169077, 59
30, 1671042308182657, 1671042308182719, 62
31, 1671042308196341, 1671042308196402, 61
32, 1671042308209987, 1671042308210048, 61
33, 1671042308223666, 1671042308223728, 62
34, 1671042308237345, 1671042308237418, 73
35, 1671042308250580, 1671042308250640, 60
36, 1671042308264224, 1671042308264285, 61
37, 1671042308277464, 1671042308277525, 61
38, 1671042308291146, 1671042308291207, 61
39, 1671042308304785, 1671042308304847, 62
40, 1671042308318036, 1671042308318096, 60
41, 1671042308331716, 1671042308331779, 63
42, 1671042308345392, 1671042308345453, 61
43, 1671042308358644, 1671042308358703, 59
44, 1671042308372321, 1671042308372382, 61
45, 1671042308385964, 1671042308386030, 66
46, 1671042308399193, 1671042308399253, 60
47, 1671042308412837, 1671042308412898, 61
48, 1671042308426089, 1671042308426152, 63
49, 1671042308439735, 1671042308439837, 102
