0, 1671042307770804, 1671042307770804
1, 1671042307792233, 21429
2, 1671042307806002, 13769
3, 1671042307819657, 13655
4, 1671042307832889, 13232
5, 1671042307846117, 13228
6, 1671042307859402, 13285
7, 1671042307873043, 13641
8, 1671042307886278, 13235
9, 1671042307899528, 13250
10, 1671042307912801, 13273
11, 1671042307926447, 13646
12, 1671042307940094, 13647
13, 1671042307953341, 13247
14, 1671042307967049, 13708
15, 1671042307980296, 13247
16, 1671042307993938, 13642
17, 1671042308007612, 13674
18, 1671042308020860, 13248
19, 1671042308034497, 13637
20, 1671042308047748, 13251
21, 1671042308061392, 13644
22, 1671042308075027, 13635
23, 1671042308088275, 13248
24, 1671042308101971, 13696
25, 1671042308115605, 13634
26, 1671042308128853, 13248
27, 1671042308142090, 13237
28, 1671042308155769, 13679
29, 1671042308169018, 13249
30, 1671042308182657, 13639
31, 1671042308196341, 13684
32, 1671042308209987, 13646
33, 1671042308223666, 13679
34, 1671042308237345, 13679
35, 1671042308250580, 13235
36, 1671042308264224, 13644
37, 1671042308277464, 13240
38, 1671042308291146, 13682
39, 1671042308304785, 13639
40, 1671042308318036, 13251
41, 1671042308331716, 13680
42, 1671042308345392, 13676
43, 1671042308358644, 13252
44, 1671042308372321, 13677
45, 1671042308385964, 13643
46, 1671042308399193, 13229
47, 1671042308412837, 13644
48, 1671042308426089, 13252
49, 1671042308439735, 13646
