0, 1671042513689885, 1671042513690277, 392
1, 1671042513704588, 1671042513704875, 287
2, 1671042513716911, 1671042513717132, 221
3, 1671042513729096, 1671042513729311, 215
4, 1671042513741330, 1671042513741542, 212
5, 1671042513753527, 1671042513753737, 210
6, 1671042513765724, 1671042513765933, 209
7, 1671042513777920, 1671042513778126, 206
8, 1671042513790113, 1671042513790332, 219
9, 1671042513802330, 1671042513802540, 210
10, 1671042513814544, 1671042513814754, 210
11, 1671042513826697, 1671042513826907, 210
12, 1671042513838850, 1671042513839059, 209
13, 1671042513851000, 1671042513851208, 208
14, 1671042513863177, 1671042513863384, 207
15, 1671042513875320, 1671042513875526, 206
16, 1671042513887465, 1671042513887671, 206
17, 1671042513899608, 1671042513899812, 204
18, 1671042513911779, 1671042513911986, 207
19, 1671042513923925, 1671042513924130, 205
20, 1671042513936068, 1671042513936275, 207
21, 1671042513948214, 1671042513948418, 204
22, 1671042513960359, 1671042513960564, 205
23, 1671042513972533, 1671042513972737, 204
24, 1671042513984678, 1671042513984883, 205
25, 1671042513996822, 1671042513997028, 206
26, 1671042514008969, 1671042514009174, 205
27, 1671042514021142, 1671042514021347, 205
28, 1671042514033286, 1671042514033434, 148
29, 1671042514046542, 1671042514046686, 144
30, 1671042514059781, 1671042514059926, 145
31, 1671042514073051, 1671042514073194, 143
32, 1671042514086288, 1671042514086440, 152
33, 1671042514099530, 1671042514099672, 142
34, 1671042514112792, 1671042514112934, 142
35, 1671042514126026, 1671042514126167, 141
36, 1671042514139271, 1671042514139413, 142
37, 1671042514152529, 1671042514152673, 144
38, 1671042514165760, 1671042514165903, 143
39, 1671042514178989, 1671042514179132, 143
40, 1671042514192246, 1671042514192385, 139
41, 1671042514205473, 1671042514205615, 142
42, 1671042514218705, 1671042514218847, 142
43, 1671042514231964, 1671042514232107, 143
44, 1671042514245193, 1671042514245336, 143
45, 1671042514258425, 1671042514258567, 142
46, 1671042514271682, 1671042514271824, 142
47, 1671042514284914, 1671042514285056, 142
48, 1671042514298175, 1671042514298328, 153
49, 1671042514311448, 1671042514311636, 188
