0, 1671043050490243, 1671043050490243
1, 1671043050506296, 16053
2, 1671043050518923, 12627
3, 1671043050531541, 12618
4, 1671043050544187, 12646
5, 1671043050556803, 12616
6, 1671043050569415, 12612
7, 1671043050582058, 12643
8, 1671043050594668, 12610
9, 1671043050607278, 12610
10, 1671043050619920, 12642
11, 1671043050632537, 12617
12, 1671043050645149, 12612
13, 1671043050657790, 12641
14, 1671043050670399, 12609
15, 1671043050683011, 12612
16, 1671043050695647, 12636
17, 1671043050708259, 12612
18, 1671043050720868, 12609
19, 1671043050733509, 12641
20, 1671043050746119, 12610
21, 1671043050758733, 12614
22, 1671043050771374, 12641
23, 1671043050783990, 12616
24, 1671043050796608, 12618
25, 1671043050809280, 12672
26, 1671043050821896, 12616
27, 1671043050834507, 12611
28, 1671043050847147, 12640
29, 1671043050859796, 12649
30, 1671043050872415, 12619
31, 1671043050885052, 12637
32, 1671043050897665, 12613
33, 1671043050910274, 12609
34, 1671043050922911, 12637
35, 1671043050935533, 12622
36, 1671043050948148, 12615
37, 1671043050960790, 12642
38, 1671043050973405, 12615
39, 1671043050986020, 12615
40, 1671043050998662, 12642
41, 1671043051011302, 12640
42, 1671043051023934, 12632
43, 1671043051036592, 12658
44, 1671043051049259, 12667
45, 1671043051061888, 12629
46, 1671043051074540, 12652
47, 1671043051087166, 12626
48, 1671043051099797, 12631
49, 1671043051112454, 12657
